Open,High,Low,Close,Adj Close,Volume,SMA_5,SMA_10,EMA_5,EMA_10,RSI,Momentum,Date
0.07850904826006475,0.0738842956851696,0.09048080351637448,0.07790037586624893,0.07790037586624893,0.028437353513036764,0.07749130521240931,0.07503561775625237,0.0750136961788257,0.06851932839049654,0.33403425719669494,0.5037150550621495,2019-09-16
0.0775438297510968,0.07256745812898191,0.09062948039348924,0.07737886551411646,0.07737886551411646,0.028855236091190825,0.07698181394452468,0.0746056266149773,0.07460349115261616,0.06819220744748339,0.32353616697372267,0.504345492895006,2019-09-17
0.07704853950559054,0.07226282043944046,0.0905064715224186,0.07674720054507539,0.07674720054507539,0.031356895623268946,0.07649210333839064,0.07422697922104776,0.07411184953333341,0.06780131158386907,0.31956101567175066,0.5025281450465962,2019-09-18
0.07635373882666979,0.07255134343322722,0.08545230022703111,0.07774799746347597,0.07774799746347597,0.04225973556536641,0.07621561312029988,0.074120160795136,0.07412975502940963,0.0676767647538554,0.3591802672083807,0.5060484983440278,2019-09-19
0.07732062135708409,0.07240815244313775,0.08962463678845396,0.07650339223314892,0.07650339223314892,0.02720490899728316,0.075714519720133,0.07422247095246323,0.07371181617483161,0.06733201348487033,0.40509274181869925,0.5054272131582308,2019-09-20
0.07610625867156004,0.07097908295362934,0.08766890032792947,0.07412608555812181,0.07412608555812181,0.023417919441726325,0.0749388307786973,0.0739752799841718,0.07261208916485748,0.06658608047197417,0.2639218097222119,0.4997588343188705,2019-09-21
0.07376282874465073,0.06931792758903568,0.0865060539488466,0.07487008443624513,0.07487008443624513,0.022765167395516255,0.07442322822041035,0.07344596086796093,0.07213590858459756,0.06612094186678996,0.31534735493776683,0.5039606875853846,2019-09-22
0.07440691980449468,0.06931491589656072,0.0835996425276211,0.06986267319404818,0.06986267319404818,0.02839325412205386,0.0730083260011231,0.07246249189006149,0.07008893845117681,0.06476332001176374,0.2554820342111547,0.4856091047204712,2019-09-23
0.06943251417574131,0.06536975576201715,0.06342412493471236,0.053584392953218596,0.053584392953218596,0.05691441325308315,0.06804224250630748,0.06975542799645687,0.06310191488362682,0.06047629501967611,0.13850260053910574,0.4396899678755226,2019-09-24
0.052893948470420005,0.04988427535981374,0.06274872372304158,0.05162333108335754,0.05162333108335754,0.04748787466906074,0.06292891345088726,0.06685635568097437,0.057766565410573845,0.056586083660980724,0.10531195160304968,0.4409613537579543,2019-09-25
0.05119353372741951,0.04653513059340876,0.05635595937560854,0.046220148912467965,0.046220148912467965,0.040293839516173165,0.057193709031177306,0.06349438018987605,0.052343453502417064,0.052348906111109095,0.0,0.42218528951530565,2019-09-26
0.04569138226244947,0.042966417744812135,0.057401571095506795,0.04817100251898934,0.04817100251898934,0.032050318018451915,0.05170653637116583,0.060394777409875894,0.0494018534793787,0.049262778083181524,0.052233089413601726,0.44343874321631205,2019-09-27
0.04772103655912498,0.043172454621002485,0.05977425649631703,0.04808393119418314,0.04808393119418314,0.025489128279657942,0.047230587795800485,0.057352968107403424,0.047410713116943864,0.046720774749210436,0.05209928929928178,0.49289347317293464,2019-09-28
0.04764411860226789,0.04282298410651378,0.05776711139210823,0.046003122954359724,0.046003122954359724,0.022287722274063518,0.045672491618754904,0.05398413207528327,0.04536459308968893,0.04423494328471661,0.04722907206383708,0.4925277176311163,2019-09-29
0.04556102196164029,0.04359068021914958,0.05539101230628364,0.048787957265858314,0.048787957265858314,0.03409446693727894,0.04508976799775134,0.051042909046133206,0.04496237068954806,0.042744462399384564,0.11323868694745659,0.5175373476171851,2019-09-30
0.048432692627696436,0.046272142755251,0.06136956592460199,0.04951334613581461,0.04951334613581461,0.02885737721177481,0.045766583096636615,0.04843095090494601,0.04494476544709594,0.041666517048336876,0.13060549480840317,0.5137942653104517,2019-10-01
0.049086251395769706,0.04474257408699259,0.061295423591353954,0.050243982511925855,0.050243982511925855,0.022551245551255282,0.04619262018574867,0.045817574705601244,0.04518538408621681,0.04092712467239443,0.14842561288255385,0.5162918869359934,2019-10-02
0.04977020724526414,0.04505222174837627,0.06008671035936537,0.04829060551446658,0.04829060551446658,0.024122580013376617,0.046235095716678914,0.04352829934981303,0.04467111703922025,0.03994102130212798,0.11963255024849168,0.5166811152951506,2019-10-03
0.04784179287408637,0.04279884774644187,0.06015810721828273,0.047497027739392836,0.047497027739392836,0.02259100922007029,0.04654212176043947,0.04288229473993113,0.044054177460496086,0.038979365318342424,0.12141394880683798,0.5057511467960217,2019-10-04
0.047116953739056194,0.04214800815651963,0.05896638251661028,0.04669777950343308,0.04669777950343308,0.019874402894906003,0.04611255020033532,0.042359584352912594,0.04336683099927727,0.038036605312489785,0.12795294082696806,0.5010942668344331,2019-10-05
0.046231593914501434,0.04135704636267909,0.05729637149178769,0.044299626178271226,0.044299626178271226,0.02265284892561363,0.04504103089878593,0.04215577424852518,0.04208029866605795,0.03679732479302883,0.10278568386086348,0.49153763331990946,2019-10-06
0.0438701968594751,0.04350618154876186,0.056506742569008755,0.04807964429707841,0.04807964429707841,0.03668177391685874,0.04459621794542916,0.042146079112709955,0.04252819591765078,0.036520931045751714,0.2031141864496054,0.5090498221058235,2019-10-07
0.04765605365264183,0.04386083331618143,0.06067168523395368,0.04783240933495787,0.04783240933495787,0.029687499018830873,0.0445020498554209,0.04211938705878543,0.04274140127375785,0.036246549834972996,0.36085375155380656,0.5107185817653697,2019-10-08
